dataset,threshold,macro_f1,pathogenic_f1,benign_f1,pathogenic_precision,pathogenic_recall,benign_precision,benign_recall,balanced_accuracy,tn,fp,fn,tp,pr_auc,roc_auc
PAH,0.05,0.45454545454545453,0.9090909090909091,0.0,0.8333333333333334,1.0,0.0,0.0,0.5,0,62,0,310,0.9443093085659898,0.8061394380853278
PAH,0.06,0.45454545454545453,0.9090909090909091,0.0,0.8333333333333334,1.0,0.0,0.0,0.5,0,62,0,310,0.9443093085659898,0.8061394380853278
PAH,0.07,0.47108593804629045,0.9104258443465492,0.031746031746031744,0.8355795148247979,1.0,1.0,0.016129032258064516,0.5080645161290323,1,61,0,310,0.9443093085659898,0.8061394380853278
PAH,0.08,0.47108593804629045,0.9104258443465492,0.031746031746031744,0.8355795148247979,1.0,1.0,0.016129032258064516,0.5080645161290323,1,61,0,310,0.9443093085659898,0.8061394380853278
PAH,0.09,0.48713235294117646,0.9117647058823529,0.0625,0.8378378378378378,1.0,1.0,0.03225806451612903,0.5161290322580645,2,60,0,310,0.9443093085659898,0.8061394380853278
PAH,0.09999999999999999,0.5178331992491285,0.9144542772861357,0.12121212121212122,0.842391304347826,1.0,1.0,0.06451612903225806,0.532258064516129,4,58,0,310,0.9443093085659898,0.8061394380853278
PAH,0.10999999999999999,0.5468151757744518,0.9171597633136095,0.17647058823529413,0.8469945355191257,1.0,1.0,0.0967741935483871,0.5483870967741935,6,56,0,310,0.9443093085659898,0.8061394380853278
PAH,0.12,0.5742263671047054,0.9198813056379822,0.22857142857142856,0.8516483516483516,1.0,1.0,0.12903225806451613,0.564516129032258,8,54,0,310,0.9443093085659898,0.8061394380853278
PAH,0.13,0.6001984126984128,0.9226190476190477,0.2777777777777778,0.856353591160221,1.0,1.0,0.16129032258064516,0.5806451612903226,10,52,0,310,0.9443093085659898,0.8061394380853278
PAH,0.13999999999999999,0.6126819508809178,0.9239940387481371,0.3013698630136986,0.8587257617728532,1.0,1.0,0.1774193548387097,0.5887096774193549,11,51,0,310,0.9443093085659898,0.8061394380853278
PAH,0.14999999999999997,0.6482823826032146,0.9281437125748503,0.3684210526315789,0.8659217877094972,1.0,1.0,0.22580645161290322,0.6129032258064516,14,48,0,310,0.9443093085659898,0.8061394380853278
PAH,0.15999999999999998,0.6595728109970989,0.9295352323838081,0.38961038961038963,0.8683473389355743,1.0,1.0,0.24193548387096775,0.6209677419354839,15,47,0,310,0.9443093085659898,0.8061394380853278
PAH,0.16999999999999998,0.6562716562716563,0.9279279279279279,0.38461538461538464,0.8679775280898876,0.9967741935483871,0.9375,0.24193548387096775,0.6193548387096774,15,47,1,309,0.9443093085659898,0.8061394380853278
PAH,0.18,0.6671932997049586,0.9293233082706767,0.4050632911392405,0.8704225352112676,0.9967741935483871,0.9411764705882353,0.25806451612903225,0.6274193548387097,16,46,1,309,0.9443093085659898,0.8061394380853278
PAH,0.19,0.6671932997049586,0.9293233082706767,0.4050632911392405,0.8704225352112676,0.9967741935483871,0.9411764705882353,0.25806451612903225,0.6274193548387097,16,46,1,309,0.9443093085659898,0.8061394380853278
PAH,0.19999999999999996,0.6671932997049586,0.9293233082706767,0.4050632911392405,0.8704225352112676,0.9967741935483871,0.9411764705882353,0.25806451612903225,0.6274193548387097,16,46,1,309,0.9443093085659898,0.8061394380853278
PAH,0.20999999999999996,0.6778614457831326,0.9307228915662651,0.425,0.8728813559322034,0.9967741935483871,0.9444444444444444,0.27419354838709675,0.635483870967742,17,45,1,309,0.9443093085659898,0.8061394380853278
PAH,0.21999999999999997,0.6744315960002234,0.9291101055806938,0.41975308641975306,0.8725212464589235,0.9935483870967742,0.8947368421052632,0.27419354838709675,0.6338709677419354,17,45,2,308,0.9443093085659898,0.8061394380853278
PAH,0.22999999999999998,0.6847689927050328,0.9305135951661632,0.43902439024390244,0.875,0.9935483870967742,0.9,0.2903225806451613,0.6419354838709678,18,44,2,308,0.9443093085659898,0.8061394380853278
PAH,0.24,0.6847689927050328,0.9305135951661632,0.43902439024390244,0.875,0.9935483870967742,0.9,0.2903225806451613,0.6419354838709678,18,44,2,308,0.9443093085659898,0.8061394380853278
PAH,0.24999999999999994,0.6813152762335272,0.9288956127080181,0.43373493975903615,0.8746438746438746,0.9903225806451613,0.8571428571428571,0.2903225806451613,0.6403225806451613,18,44,3,307,0.9443093085659898,0.8061394380853278
PAH,0.25999999999999995,0.6813152762335272,0.9288956127080181,0.43373493975903615,0.8746438746438746,0.9903225806451613,0.8571428571428571,0.2903225806451613,0.6403225806451613,18,44,3,307,0.9443093085659898,0.8061394380853278
PAH,0.26999999999999996,0.6813152762335272,0.9288956127080181,0.43373493975903615,0.8746438746438746,0.9903225806451613,0.8571428571428571,0.2903225806451613,0.6403225806451613,18,44,3,307,0.9443093085659898,0.8061394380853278
PAH,0.27999999999999997,0.6779220779220779,0.9272727272727272,0.42857142857142855,0.8742857142857143,0.9870967741935484,0.8181818181818182,0.2903225806451613,0.6387096774193548,18,44,4,306,0.9443093085659898,0.8061394380853278
PAH,0.29,0.6779220779220779,0.9272727272727272,0.42857142857142855,0.8742857142857143,0.9870967741935484,0.8181818181818182,0.2903225806451613,0.6387096774193548,18,44,4,306,0.9443093085659898,0.8061394380853278
PAH,0.3,0.6779220779220779,0.9272727272727272,0.42857142857142855,0.8742857142857143,0.9870967741935484,0.8181818181818182,0.2903225806451613,0.6387096774193548,18,44,4,306,0.9443093085659898,0.8061394380853278
PAH,0.30999999999999994,0.6878693207176649,0.928679817905918,0.4470588235294118,0.8767908309455588,0.9870967741935484,0.8260869565217391,0.3064516129032258,0.646774193548387,19,43,4,306,0.9443093085659898,0.8061394380853278
PAH,0.31999999999999995,0.684456068424401,0.9270516717325228,0.4418604651162791,0.8764367816091954,0.9838709677419355,0.7916666666666666,0.3064516129032258,0.6451612903225806,19,43,5,305,0.9443093085659898,0.8061394380853278
PAH,0.32999999999999996,0.681100089224794,0.9254185692541856,0.4367816091954023,0.8760806916426513,0.9806451612903225,0.76,0.3064516129032258,0.6435483870967742,19,43,6,304,0.9443093085659898,0.8061394380853278
PAH,0.33999999999999997,0.681100089224794,0.9254185692541856,0.4367816091954023,0.8760806916426513,0.9806451612903225,0.76,0.3064516129032258,0.6435483870967742,19,43,6,304,0.9443093085659898,0.8061394380853278
PAH,0.3499999999999999,0.681100089224794,0.9254185692541856,0.4367816091954023,0.8760806916426513,0.9806451612903225,0.76,0.3064516129032258,0.6435483870967742,19,43,6,304,0.9443093085659898,0.8061394380853278
PAH,0.35999999999999993,0.6906873614190687,0.926829268292683,0.45454545454545453,0.8786127167630058,0.9806451612903225,0.7692307692307693,0.3225806451612903,0.6516129032258065,20,42,6,304,0.9443093085659898,0.8061394380853278
PAH,0.36999999999999994,0.6906873614190687,0.926829268292683,0.45454545454545453,0.8786127167630058,0.9806451612903225,0.7692307692307693,0.3225806451612903,0.6516129032258065,20,42,6,304,0.9443093085659898,0.8061394380853278
PAH,0.37999999999999995,0.6873145209709237,0.9251908396946565,0.449438202247191,0.8782608695652174,0.9774193548387097,0.7407407407407407,0.3225806451612903,0.65,20,42,7,303,0.9443093085659898,0.8061394380853278
PAH,0.38999999999999996,0.6873145209709237,0.9251908396946565,0.449438202247191,0.8782608695652174,0.9774193548387097,0.7407407407407407,0.3225806451612903,0.65,20,42,7,303,0.9443093085659898,0.8061394380853278
PAH,0.3999999999999999,0.6873145209709237,0.9251908396946565,0.449438202247191,0.8782608695652174,0.9774193548387097,0.7407407407407407,0.3225806451612903,0.65,20,42,7,303,0.9443093085659898,0.8061394380853278
PAH,0.4099999999999999,0.6873145209709237,0.9251908396946565,0.449438202247191,0.8782608695652174,0.9774193548387097,0.7407407407407407,0.3225806451612903,0.65,20,42,7,303,0.9443093085659898,0.8061394380853278
PAH,0.41999999999999993,0.6966360856269114,0.926605504587156,0.4666666666666667,0.8808139534883721,0.9774193548387097,0.75,0.3387096774193548,0.6580645161290323,21,41,7,303,0.9443093085659898,0.8061394380853278
PAH,0.42999999999999994,0.6966360856269114,0.926605504587156,0.4666666666666667,0.8808139534883721,0.9774193548387097,0.75,0.3387096774193548,0.6580645161290323,21,41,7,303,0.9443093085659898,0.8061394380853278
PAH,0.43999999999999995,0.705770492906787,0.9280245022970903,0.4835164835164835,0.8833819241982507,0.9774193548387097,0.7586206896551724,0.3548387096774194,0.6661290322580645,22,40,7,303,0.9443093085659898,0.8061394380853278
PAH,0.4499999999999999,0.7112135176651306,0.9278033794162827,0.4946236559139785,0.8856304985337243,0.9741935483870968,0.7419354838709677,0.3709677419354839,0.6725806451612903,23,39,8,302,0.9443093085659898,0.8061394380853278
PAH,0.4599999999999999,0.7112135176651306,0.9278033794162827,0.4946236559139785,0.8856304985337243,0.9741935483870968,0.7419354838709677,0.3709677419354839,0.6725806451612903,23,39,8,302,0.9443093085659898,0.8061394380853278
PAH,0.4699999999999999,0.7112135176651306,0.9278033794162827,0.4946236559139785,0.8856304985337243,0.9741935483870968,0.7419354838709677,0.3709677419354839,0.6725806451612903,23,39,8,302,0.9443093085659898,0.8061394380853278
PAH,0.4799999999999999,0.7164220257886627,0.9275808936825886,0.5052631578947369,0.887905604719764,0.9709677419354839,0.7272727272727273,0.3870967741935484,0.6790322580645161,24,38,9,301,0.9443093085659898,0.8061394380853278
PAH,0.48999999999999994,0.7164220257886627,0.9275808936825886,0.5052631578947369,0.887905604719764,0.9709677419354839,0.7272727272727273,0.3870967741935484,0.6790322580645161,24,38,9,301,0.9443093085659898,0.8061394380853278
PAH,0.49999999999999994,0.7214104749916346,0.9273570324574961,0.5154639175257731,0.8902077151335311,0.967741935483871,0.7142857142857143,0.4032258064516129,0.685483870967742,25,37,10,300,0.9443093085659898,0.8061394380853278
PAH,0.5099999999999999,0.7179503380299488,0.9256965944272446,0.5102040816326531,0.8898809523809523,0.964516129032258,0.6944444444444444,0.4032258064516129,0.6838709677419355,25,37,11,299,0.9443093085659898,0.8061394380853278
PAH,0.5199999999999999,0.7227329192546583,0.9254658385093167,0.52,0.8922155688622755,0.9612903225806452,0.6842105263157895,0.41935483870967744,0.6903225806451613,26,36,12,298,0.9443093085659898,0.8061394380853278
PAH,0.5299999999999999,0.7227329192546583,0.9254658385093167,0.52,0.8922155688622755,0.9612903225806452,0.6842105263157895,0.41935483870967744,0.6903225806451613,26,36,12,298,0.9443093085659898,0.8061394380853278
PAH,0.5399999999999999,0.7307792987696904,0.926905132192846,0.5346534653465347,0.8948948948948949,0.9612903225806452,0.6923076923076923,0.43548387096774194,0.6983870967741935,27,35,12,298,0.9443093085659898,0.8061394380853278
PAH,0.5499999999999999,0.7239143934689427,0.9235569422776911,0.5242718446601942,0.8942598187311178,0.9548387096774194,0.6585365853658537,0.43548387096774194,0.6951612903225807,27,35,14,296,0.9443093085659898,0.8061394380853278
PAH,0.5599999999999999,0.7239143934689427,0.9235569422776911,0.5242718446601942,0.8942598187311178,0.9548387096774194,0.6585365853658537,0.43548387096774194,0.6951612903225807,27,35,14,296,0.9443093085659898,0.8061394380853278
PAH,0.57,0.7205528846153846,0.921875,0.5192307692307693,0.8939393939393939,0.9516129032258065,0.6428571428571429,0.43548387096774194,0.6935483870967742,27,35,15,295,0.9443093085659898,0.8061394380853278
PAH,0.58,0.7183787561146051,0.9182389937106918,0.5185185185185185,0.8957055214723927,0.9419354838709677,0.6086956521739131,0.45161290322580644,0.6967741935483871,28,34,18,292,0.9443093085659898,0.8061394380853278
PAH,0.59,0.7183787561146051,0.9182389937106918,0.5185185185185185,0.8957055214723927,0.9419354838709677,0.6086956521739131,0.45161290322580644,0.6967741935483871,28,34,18,292,0.9443093085659898,0.8061394380853278
PAH,0.6,0.7151484504803872,0.9165354330708662,0.5137614678899083,0.8953846153846153,0.9387096774193548,0.5957446808510638,0.45161290322580644,0.6951612903225807,28,34,19,291,0.9443093085659898,0.8061394380853278
