threshold,macro_f1,pathogenic_f1,benign_f1,pathogenic_precision,pathogenic_recall,benign_precision,benign_recall,balanced_accuracy,tn,fp,fn,tp,pr_auc,roc_auc,dataset,best_threshold,rows,uncertain_zone_rows,mean_label_confidence,cv_folds,cv_repeats,used_foundation_feature
0.57,0.7724088800312929,0.8744405182567727,0.6703772418058133,0.8854961832061069,0.8636575151233131,0.6491017964071857,0.6930946291560103,0.7783760721396618,542,240,293,1856,0.9290314571919185,0.8528293062020162,MASTER,0.57,2931,316,0.7328315722995387,5,3,False
0.4699999999999999,0.8716838072191975,0.925589836660617,0.8177777777777778,0.901060070671378,0.9514925373134329,0.8761904761904762,0.7666666666666667,0.8590796019900497,92,28,13,255,0.9355001429364547,0.9050062189054725,KANSER,0.4699999999999999,388,21,0.8003468669224375,5,3,True
0.5399999999999999,0.7307792987696904,0.926905132192846,0.5346534653465347,0.8948948948948949,0.9612903225806452,0.6923076923076923,0.43548387096774194,0.6983870967741935,27,35,12,298,0.9443093085659898,0.8061394380853278,PAH,0.5399999999999999,372,20,0.7781831448362544,5,3,True
0.4799999999999999,0.878021978021978,0.9560439560439561,0.8,0.9456521739130435,0.9666666666666667,0.8421052631578947,0.7619047619047619,0.8642857142857143,16,5,3,87,0.9758756758661518,0.9126984126984128,CFTR,0.4799999999999999,111,3,0.8168562310358631,5,5,True
